"","Region","Market","Month","Year","Longitude","Latitude","01.1 FOOD_Bread Wheat (Bakery)","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat White","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat Mixed","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat Black (Red)","01.1.1.2 UNMILLED CEREALS/GRAINS_Emmer Wheat (shelled) Aja","01.1.1.2 UNMILLED CEREALS/GRAINS_Emmer Wheat (unshelled)","CEREALS MILLED_Wheat White","CEREALS MILLED_Wheat Mixed","CEREALS MILLED_Emmer Wheat(Aja)","01.2.1.1 COFFEE AND TEA_Malt-Wheat","P R I C E   I N    B I R R_Porridge 'bula' or wheat","CEREALS UNMILLED_Wheat White","CEREALS UNMILLED_Wheat Mixed","CEREALS UNMILLED_Wheat Black (Red)","BREAD AND OTHER PREPARED FOODS_Bread Wheat (Bakery)","P R I C E   I N    B I R R_Malt-Wheat"
"194","AMHARa","Kemise","July","2016","39.85696873","10.71374234",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","8.90","10.72","3.89","22.89"
"195","AMHARa","Bati","July","2016","40.0181327","11.19153266",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","6.56","-"
"196","AMHARa","Mota","June","2017","37.8807432","11.07475582","4.00","7.90","-","-","34.00","40.00","-","-","30.00","-","-",NA,NA,NA,NA,NA
"197","AMHARa","Debre- markos ","June","2017","37.72636868","10.33641293","4.47","7.64","-","10.29","17.44","28.00","-","-","40.00","16.67","-",NA,NA,NA,NA,NA
"198","AMHARa","Dembecha","June","2017","37.48251554","10.56669266","4.38","9.79","-","-","17.83","28.00","-","-","40.00","-","-",NA,NA,NA,NA,NA
"199","AMHARa","Bahir- Dar ","June","2017","37.3815488","11.58416449","3.97","14.25","-","13.49","-","35.00","-","-","40.00","22.36","-",NA,NA,NA,NA,NA
"200","AMHARa","Sekota","June","2017","39.03355257","12.62479803","4.38","7.98","-","-","-","40.00","-","-","40.00","-","-",NA,NA,NA,NA,NA
"201","AMHARa","Amde Work ","June","2017","38.85815043","12.45920199","3.50","11.05","-","-","-","30.00","-","-","-","-","-",NA,NA,NA,NA,NA
"202","AMHARa","Danigla","June","2017","36.83153176","11.25223153","4.38","11.59","-","-","20.32","-","-","-","42.43","21.08","-",NA,NA,NA,NA,NA
"203","AMHARa","Chagni","June","2017","36.50793596","10.95196565","4.67","10.00","-","-","14.00","30.00","-","-","35.99","16.67","-",NA,NA,NA,NA,NA
"204","AMHARa","Kemise","June","2017","39.85696873","10.71374234","4.13","10.67","-","11.27","-","35.00","-","-","-","27.98","-",NA,NA,NA,NA,NA
"205","AMHARa","Bati","June","2017","40.0181327","11.19153266","5.40","-","-","-","-","-","-","-","30.00","-","-",NA,NA,NA,NA,NA
"206","AMHARa","Mota","March","2017","37.8807432","11.07475582",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"6.93","-","-","4.05","-"
"207","AMHARa","Debre- markos ","March","2017","37.72636868","10.33641293",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.35","-","11.76","4.42","15.17"
"208","AMHARa","Dembecha","March","2017","37.48251554","10.56669266",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.48","-","-","4.38","-"
"209","AMHARa","Bahir- Dar ","March","2017","37.3815488","11.58416449",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.33","-","12.66","3.97","20.00"
"210","AMHARa","Sekota","March","2017","39.03355257","12.62479803",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.03","-","-","3.50","-"
"211","AMHARa","Amde Work ","March","2017","38.85815043","12.45920199",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.47","-","-","4.78","-"
"212","AMHARa","Danigla","March","2017","36.83153176","11.25223153",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","4.38","20.07"
"213","AMHARa","Chagni","March","2017","36.50793596","10.95196565",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.65","-","-","5.10","17.16"
"214","AMHARa","Kemise","March","2017","39.85696873","10.71374234",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","8.96","9.05","4.21","21.84"
"215","AMHARa","Bati","March","2017","40.0181327","11.19153266",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","7.78","-"
"216","AMHARa","Mota","May","2017","37.8807432","11.07475582","4.00","7.90","-","-","34.00","40.00","-","-","30.00","-","-",NA,NA,NA,NA,NA
"217","AMHARa","Debre- markos ","May","2017","37.72636868","10.33641293","4.47","7.64","-","10.29","17.44","28.00","-","-","40.00","16.67","-",NA,NA,NA,NA,NA
"218","AMHARa","Dembecha","May","2017","37.48251554","10.56669266","4.38","9.79","-","-","17.83","28.00","-","-","40.00","-","-",NA,NA,NA,NA,NA
"219","AMHARa","Bahir- Dar ","May","2017","37.3815488","11.58416449","3.97","14.25","-","13.49","-","35.00","-","-","40.00","22.36","-",NA,NA,NA,NA,NA
"220","AMHARa","Sekota","May","2017","39.03355257","12.62479803","4.38","7.98","-","-","-","40.00","-","-","40.00","-","-",NA,NA,NA,NA,NA
"221","AMHARa","Amde Work ","May","2017","38.85815043","12.45920199","3.50","11.05","-","-","-","30.00","-","-","-","-","-",NA,NA,NA,NA,NA
"222","AMHARa","Danigla","May","2017","36.83153176","11.25223153","4.38","11.59","-","-","20.32","-","-","-","42.43","21.08","-",NA,NA,NA,NA,NA
"223","AMHARa","Chagni","May","2017","36.50793596","10.95196565","4.67","10.00","-","-","14.00","30.00","-","-","35.99","16.67","-",NA,NA,NA,NA,NA
"224","AMHARa","Kemise","May","2017","39.85696873","10.71374234","4.13","10.67","-","11.27","-","35.00","-","-","-","27.98","-",NA,NA,NA,NA,NA
"225","AMHARa","Bati","May","2017","40.0181327","11.19153266","5.40","-","-","-","-","-","-","-","30.00","-","-",NA,NA,NA,NA,NA
"226","AMHARa","Mota","November","2016","37.8807432","11.07475582",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"6.90","-","-","4.30","10.00"
"227","AMHARa","Debre- markos ","November","2016","37.72636868","10.33641293",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"6.54","-","9.81","4.42","16.21"
"228","AMHARa","Dembecha","November","2016","37.48251554","10.56669266",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"6.54","-","-","4.38","-"
"229","AMHARa","Bahir- Dar ","November","2016","37.3815488","11.58416449",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.28","-","14.66","3.97","20.00"
"230","AMHARa","Sekota","November","2016","39.03355257","12.62479803",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.21","-","-","4.38","-"
"231","AMHARa","Amde Work ","November","2016","38.85815043","12.45920199",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.75","-","-","3.50","-"
"232","AMHARa","Danigla","November","2016","36.83153176","11.25223153",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.77","-","-","4.26","21.45"
"233","AMHARa","Chagni","November","2016","36.50793596","10.95196565",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.65","-","-","4.92","18.23"
"234","AMHARa","Kemise","November","2016","39.85696873","10.71374234",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.77","11.11","13.64","3.89","24.33"
"235","AMHARa","Bati","November","2016","40.0181327","11.19153266",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","6.31","-"
"236","AMHARa","Mota","October","2016","37.8807432","11.07475582",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.06","-","-","4.13","-"
"237","AMHARa","Debre- markos ","October","2016","37.72636868","10.33641293",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.26","-","10.79","4.32","23.22"
"238","AMHARa","Dembecha","October","2016","37.48251554","10.56669266",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"6.59","-","-","4.38","-"
"239","AMHARa","Bahir- Dar ","October","2016","37.3815488","11.58416449",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.16","-","14.00","3.97","20.00"
"240","AMHARa","Sekota","October","2016","39.03355257","12.62479803",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.53","-","-","4.14","-"
"241","AMHARa","Amde Work ","October","2016","38.85815043","12.45920199",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.49","-","-","3.50","-"
"242","AMHARa","Danigla","October","2016","36.83153176","11.25223153",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.77","-","-","4.20","22.31"
"243","AMHARa","Chagni","October","2016","36.50793596","10.95196565",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","-","4.54","17.16"
"244","AMHARa","Kemise","October","2016","39.85696873","10.71374234",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","9.73","10.86","3.89","24.69"
"245","AMHARa","Bati","October","2016","40.0181327","11.19153266",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","6.31","-"
"246","AMHARa","Mota","September","2016","37.8807432","11.07475582",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.03","-","-","4.21","-"
"247","AMHARa","Debre- markos ","September","2016","37.72636868","10.33641293",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.01","-","11.11","4.99","18.38"
"248","AMHARa","Dembecha","September","2016","37.48251554","10.56669266",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.28","-","-","4.38","-"
"249","AMHARa","Bahir- Dar ","September","2016","37.3815488","11.58416449",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.98","-","14.66","3.97","20.00"
"250","AMHARa","Sekota","September","2016","39.03355257","12.62479803",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.42","-","-","4.26","-"
"251","AMHARa","Amde Work ","September","2016","38.85815043","12.45920199",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.61","-","-","3.50","-"
"252","AMHARa","Danigla","September","2016","36.83153176","11.25223153",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.25","-","-","4.20","22.31"
"253","AMHARa","Chagni","September","2016","36.50793596","10.95196565",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","-","5.27","17.16"
"254","AMHARa","Kemise","September","2016","39.85696873","10.71374234",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","8.96","10.91","3.89","23.86"
"255","AMHARa","Bati","September","2016","40.0181327","11.19153266",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","6.31","-"
"256","GAMBELLA","Gambella","April","2017","34.58547076","8.249396585","3.41","20.00","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"257","GAMBELLA","Shebo- kire ","April","2017",NA,NA,"5.19","-","-","-","-","-","-","-","60.00","-","-",NA,NA,NA,NA,NA
"258","GAMBELLA","Meti","April","2017","7.233333333","35.31666667","5.28","12.00","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"259","GAMBELLA","Gambella","June","2017","34.58547076","8.249396585","3.59","20.00","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"260","GAMBELLA","Shebo- kire ","June","2017",NA,NA,"5.60","-","-","-","-","-","-","-","60.00","-","-",NA,NA,NA,NA,NA
"261","GAMBELLA","Meti","June","2017","7.233333333","35.31666667","5.16","12.00","-","10.00","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"262","GAMBELLA","Gambella","May","2017","34.58547076","8.249396585","3.59","20.00","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"263","GAMBELLA","Shebo- kire ","May","2017",NA,NA,"5.60","-","-","-","-","-","-","-","60.00","-","-",NA,NA,NA,NA,NA
"264","GAMBELLA","Meti","May","2017","7.233333333","35.31666667","5.16","12.00","-","10.00","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"265","GAMBELLA","Gambella","August","2016","34.58547076","8.249396585",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"20.00","-","-","3.57","-"
"266","GAMBELLA","Shebo- kire ","August","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","4.78","-"
"267","GAMBELLA","Meti","August","2016","7.233333333","35.31666667",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","10.00","5.39","-"
"268","DIREDAWA","Dire Dawa ","August","2016","41.8572763","9.593652332",NA,NA,NA,NA,NA,NA,"16.00","12.32",NA,NA,NA,"13.47","-","9.64","5.28","22.65"
"269","DIREDAWA","Melka- Jebdu ","August","2016","41.77420401","9.617496554",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","-","11.00","4.55","-"
"270","GAMBELLA","Gambella","December","2016","34.58547076","8.249396585",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"20.00","-","-","3.39","-"
"271","GAMBELLA","Shebo- kire ","December","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","5.26","-"
"272","GAMBELLA","Meti","December","2016","7.233333333","35.31666667",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","10.00","5.39","-"
"273","DIREDAWA","Dire Dawa ","December","2016","41.8572763","9.593652332",NA,NA,NA,NA,NA,NA,"-","12.32",NA,NA,NA,"12.65","-","9.74","5.10","21.31"
"274","DIREDAWA","Melka- Jebdu ","December","2016","41.77420401","9.617496554",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.33","-","11.00","4.55","-"
"275","GAMBELLA","Gambella","February","2017","34.58547076","8.249396585",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"20.00","-","-","3.45","-"
"276","GAMBELLA","Shebo- kire ","February","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","5.01","-"
"277","GAMBELLA","Meti","February","2017","7.233333333","35.31666667",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","10.00","5.39","-"
"278","DIREDAWA","Dire Dawa ","February","2017","41.8572763","9.593652332",NA,NA,NA,NA,NA,NA,"-","11.66",NA,NA,NA,"13.74","-","9.82","5.53","23.98"
"279","DIREDAWA","Melka- Jebdu ","February","2017","41.77420401","9.617496554",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.66","-","11.00","4.55","-"
"280","GAMBELLA","Gambella","January","2017","34.58547076","8.249396585",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"20.00","-","-","3.50","-"
"281","GAMBELLA","Shebo- kire ","January","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","5.39","-"
"282","GAMBELLA","Meti","January","2017","7.233333333","35.31666667",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","10.00","5.55","-"
"283","DIREDAWA","Dire Dawa ","January","2017","41.8572763","9.593652332",NA,NA,NA,NA,NA,NA,"-","12.32",NA,NA,NA,"12.87","-","9.32","5.50","22.65"
"284","DIREDAWA","Melka- Jebdu ","January","2017","41.77420401","9.617496554",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","-","11.00","4.55","-"
"285","GAMBELLA","Gambella","July","2016","34.58547076","8.249396585",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"24.66","-","-","3.50","-"
"286","GAMBELLA","Shebo- kire ","July","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","4.78","-"
"287","GAMBELLA","Meti","July","2016","7.233333333","35.31666667",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","11.00","-","5.12","-"
"288","DIREDAWA","Dire Dawa ","July","2016","41.8572763","9.593652332",NA,NA,NA,NA,NA,NA,"16.00","12.66",NA,NA,NA,"13.81","-","10.00","5.64","23.31"
"289","DIREDAWA","Melka- Jebdu ","July","2016","41.77420401","9.617496554",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.33","-","11.00","4.55","-"
"290","GAMBELLA","Gambella","March","2017","34.58547076","8.249396585",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"20.00","-","-","3.50","-"
"291","GAMBELLA","Shebo- kire ","March","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","5.12","-"
"292","GAMBELLA","Meti","March","2017","7.233333333","35.31666667",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.00","-","11.00","5.39","-"
"293","DIREDAWA","Dire Dawa ","March","2017","41.8572763","9.593652332",NA,NA,NA,NA,NA,NA,"-","12.32",NA,NA,NA,"13.11","-","9.82","5.73","22.65"
"294","DIREDAWA","Melka- Jebdu ","March","2017","41.77420401","9.617496554",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.66","-","11.00","4.55","-"
"295","GAMBELLA","Gambella","November","2016","34.58547076","8.249396585",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"20.00","-","-","3.50","-"
"296","GAMBELLA","Shebo- kire ","November","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","5.12","-"
"297","GAMBELLA","Meti","November","2016","7.233333333","35.31666667",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.00","-","10.00","5.39","-"
"298","DIREDAWA","Dire Dawa ","November","2016","41.8572763","9.593652332",NA,NA,NA,NA,NA,NA,"16.00","12.32",NA,NA,NA,"13.55","-","10.00","5.92","20.98"
"299","DIREDAWA","Melka- Jebdu ","November","2016","41.77420401","9.617496554",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.66","-","11.00","4.55","-"
"300","GAMBELLA","Gambella","October","2016","34.58547076","8.249396585",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"20.00","-","-","3.57","-"
"301","GAMBELLA","Shebo- kire ","October","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","5.00","-"
"302","GAMBELLA","Meti","October","2016","7.233333333","35.31666667",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","10.00","5.39","-"
"303","DIREDAWA","Dire Dawa ","October","2016","41.8572763","9.593652332",NA,NA,NA,NA,NA,NA,"-","12.66",NA,NA,NA,"12.93","-","10.00","5.80","24.49"
"304","DIREDAWA","Melka- Jebdu ","October","2016","41.77420401","9.617496554",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","11.00","4.55","-"
"305","GAMBELLA","Gambella","September","2016","34.58547076","8.249396585",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"20.95","-","-","3.57","-"
"306","GAMBELLA","Shebo- kire ","September","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","4.89","-"
"307","GAMBELLA","Meti","September","2016","7.233333333","35.31666667",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","10.00","5.39","-"
"308","DIREDAWA","Dire Dawa ","September","2016","41.8572763","9.593652332",NA,NA,NA,NA,NA,NA,"-","13.66",NA,NA,NA,"13.44","-","9.72","5.74","22.98"
"309","DIREDAWA","Melka- Jebdu ","September","2016","41.77420401","9.617496554",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.66","-","11.00","4.55","-"
"310","OROMIYA","Ghimbi","April","2017","35.83291974","9.163103789","4.90","12.00","-","-","-","35.00","-","-","48.00","-","-",NA,NA,NA,NA,NA
"311","OROMIYA","Dembi- dolo ","April","2017","34.79748694","8.530219501","3.39","12.00","10.00","-","-","30.00","-","-","60.00","-","-",NA,NA,NA,NA,NA
"312","OROMIYA","Shambu","April","2017","37.09431432","9.569809208","5.94","6.85","6.85","-","-","23.58","-","-","60.00","-","-",NA,NA,NA,NA,NA
"313","OROMIYA","Nekemte","April","2017","36.54851971","9.09042469","5.22","10.00","8.00","8.00","-","27.00","-","-","50.99","-","-",NA,NA,NA,NA,NA
"314","OROMIYA","Bedele","April","2017","36.36017384","8.454821965","3.50","14.00","12.00","10.00","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"315","OROMIYA","Metu","April","2017","35.58726864","8.300606827","3.59","12.00","-","10.00","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"316","OROMIYA","Jimma","April","2017","36.84385226","7.672338798","3.72","12.00","-","-","-","26.98","-","-","-","18.18","-",NA,NA,NA,NA,NA
"317","OROMIYA","Agaro","April","2017","36.58627683","7.848002731","4.38","10.59","-","-","-","-","-","-","-","16.50","-",NA,NA,NA,NA,NA
"318","OROMIYA","Ambo","April","2017","37.8446066","8.976806527","4.13","8.07","-","12.90","12.00","28.00","-","-","27.93","-","-",NA,NA,NA,NA,NA
"319","OROMIYA","Weliso","April","2017","37.97073066","8.534178897","4.38","8.19","-","-","-","27.50","-","-","-","17.03","-",NA,NA,NA,NA,NA
"320","OROMIYA","Ejere","April","2017","39.262249","8.78288","4.86","9.04","-","14.48","-","-","-","-","-","14.69","-",NA,NA,NA,NA,NA
"321","OROMIYA","Fiche","April","2017","38.73344116","9.791083661","7.00","9.61","-","12.24","14.28","25.00","-","-","-","16.93","-",NA,NA,NA,NA,NA
"322","OROMIYA","Ghimbi","August","2016","35.83291974","9.163103789",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","10.00","-","7.12","-"
"323","OROMIYA","Dembi- dolo ","August","2016","34.79748694","8.530219501",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","10.00","-","3.06","-"
"324","OROMIYA","Shambu","August","2016","37.09431432","9.569809208",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"5.78","5.29","5.33","5.68","-"
"325","OROMIYA","Nekemte","August","2016","36.54851971","9.09042469",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","8.37","8.38","5.00","-"
"326","OROMIYA","Bedele","August","2016","36.36017384","8.454821965",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"15.00","10.00","10.00","3.50","-"
"327","OROMIYA","Metu","August","2016","35.58726864","8.300606827",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","3.62","-"
"328","OROMIYA","Jimma","August","2016","36.84385226","7.672338798",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","10.00","3.86","-"
"329","OROMIYA","Agaro","August","2016","36.58627683","7.848002731",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.59","-","-","4.38","10.06"
"330","OROMIYA","Ambo","August","2016","37.8446066","8.976806527",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.47","-","9.11","4.05","12.86"
"331","OROMIYA","Weliso","August","2016","37.97073066","8.534178897",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.89","-","-","4.38","17.65"
"332","OROMIYA","Ejere","August","2016","39.262249","8.78288",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.48","-","12.42","4.67","25.03"
"333","OROMIYA","Fiche","August","2016","38.73344116","9.791083661",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.02","-","13.22","4.55","16.21"
"334","OROMIYA","Ghimbi","December","2016","35.83291974","9.163103789",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.00","10.00","-","7.05","-"
"335","OROMIYA","Dembi- dolo ","December","2016","34.79748694","8.530219501",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.83","8.75","-","2.98","-"
"336","OROMIYA","Shambu","December","2016","37.09431432","9.569809208",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"6.42","6.38","6.42","4.12","-"
"337","OROMIYA","Nekemte","December","2016","36.54851971","9.09042469",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","8.00","7.65","4.69","-"
"338","OROMIYA","Bedele","December","2016","36.36017384","8.454821965",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.00","12.00","10.00","3.50","-"
"339","OROMIYA","Metu","December","2016","35.58726864","8.300606827",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.66","-","-","3.62","-"
"340","OROMIYA","Jimma","December","2016","36.84385226","7.672338798",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","10.00","3.86","-"
"341","OROMIYA","Agaro","December","2016","36.58627683","7.848002731",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.41","-","-","4.38","11.38"
"342","OROMIYA","Ambo","December","2016","37.8446066","8.976806527",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.81","-","9.11","3.76","14.59"
"343","OROMIYA","Weliso","December","2016","37.97073066","8.534178897",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.98","-","-","4.38","16.68"
"344","OROMIYA","Ejere","December","2016","39.262249","8.78288",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.65","-","12.30","5.83","15.26"
"345","OROMIYA","Fiche","December","2016","38.73344116","9.791083661",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.81","-","10.30","4.20","14.73"
"346","OROMIYA","Ghimbi","February","2017","35.83291974","9.163103789",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.32","10.00","-","6.73","-"
"347","OROMIYA","Dembi- dolo ","February","2017","34.79748694","8.530219501",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","9.00","-","3.51","-"
"348","OROMIYA","Shambu","February","2017","37.09431432","9.569809208",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"6.63","5.53","5.50","3.87","-"
"349","OROMIYA","Nekemte","February","2017","36.54851971","9.09042469",NA,NA,NA,NA,NA,NA,"10.00","-",NA,NA,NA,"10.00","8.00","8.00","5.12","-"
"350","OROMIYA","Bedele","February","2017","36.36017384","8.454821965",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"15.00","12.00","10.00","3.50","-"
"351","OROMIYA","Metu","February","2017","35.58726864","8.300606827",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.66","-","10.00","3.59","-"
"352","OROMIYA","Jimma","February","2017","36.84385226","7.672338798",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","3.86","-"
"353","OROMIYA","Agaro","February","2017","36.58627683","7.848002731",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.59","-","-","4.38","10.86"
"354","OROMIYA","Ambo","February","2017","37.8446066","8.976806527",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.55","-","8.90","4.05","13.87"
"355","OROMIYA","Weliso","February","2017","37.97073066","8.534178897",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.15","-","-","4.38","18.22"
"356","OROMIYA","Ejere","February","2017","39.262249","8.78288",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.34","-","12.13","-","13.40"
"357","OROMIYA","Fiche","February","2017","38.73344116","9.791083661",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.33","-","10.57","4.55","14.57"
"358","OROMIYA","Ghimbi","January","2017","35.83291974","9.163103789",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.32","10.00","-","6.86","-"
