"","Region","Market","Month","Year","Longitude","Latitude","01.1 FOOD_Bread Wheat (Bakery)","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat White","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat Mixed","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat Black (Red)","01.1.1.2 UNMILLED CEREALS/GRAINS_Emmer Wheat (shelled) Aja","01.1.1.2 UNMILLED CEREALS/GRAINS_Emmer Wheat (unshelled)","CEREALS MILLED_Wheat White","CEREALS MILLED_Wheat Mixed","CEREALS MILLED_Emmer Wheat(Aja)","01.2.1.1 COFFEE AND TEA_Malt-Wheat","P R I C E   I N    B I R R_Porridge 'bula' or wheat","CEREALS UNMILLED_Wheat White","CEREALS UNMILLED_Wheat Mixed","CEREALS UNMILLED_Wheat Black (Red)","BREAD AND OTHER PREPARED FOODS_Bread Wheat (Bakery)","P R I C E   I N    B I R R_Malt-Wheat"
"1026","SOMALIE","Shinile","December","2016","41.844013","9.686515",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","9.65","5.25","-"
"1027","SOMALIE","Arere","December","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","8.50","4.78","-"
"1028","SOMALIE","Jigjiga","December","2016","42.792342","9.367259",NA,NA,NA,NA,NA,NA,"-","16.00",NA,NA,NA,"20.00","-","7.16","5.98","-"
"1029","SOMALIE","Hartshek","December","2016","43.356499","9.161111",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","7.32","-","-"
"1030","SOMALIE","Dolo","December","2016","42.059257","4.179211",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","7.54","-"
"1031","SOMALIE","Moyale","December","2016","3.527","39.056",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.33","-","8.62","6.57","-"
"1032","BENISHANGUL-GUMUZ","Mambook","December","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","-","3.50","-"
"1033","BENISHANGUL-GUMUZ","Mender- Sebat ","December","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","-","7.00","-"
"1034","BENISHANGUL-GUMUZ","Asossa","December","2016","34.53730603","10.05784932",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.66","-","-","4.98","-"
"1035","BENISHANGUL-GUMUZ","Bambasi","December","2016","34.73046863","9.751504664",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"17.24","-","-","5.04","-"
"1036","BENISHANGUL-GUMUZ","Kemashi","December","2016","35.85916991","9.515450626",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","5.26","-"
"1037","BENISHANGUL-GUMUZ","Agelo- meti ","December","2016","35.77048443","9.640776618",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.79","-","-","4.98","-"
"1038","BENISHANGUL-GUMUZ","AVERA","December","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.45","-","-","5.03","-"
"1039","SOMALIE","Shinile","February","2017","41.844013","9.686515",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","10.32","5.25","-"
"1040","SOMALIE","Arere","February","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","8.50","-","5.72","-"
"1041","SOMALIE","Jigjiga","February","2017","42.792342","9.367259",NA,NA,NA,NA,NA,NA,"-","16.00",NA,NA,NA,"19.31","-","8.63","5.98","-"
"1042","SOMALIE","Hartshek","February","2017","43.356499","9.161111",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","7.73","-","-"
"1043","SOMALIE","Dolo","February","2017","42.059257","4.179211",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","13.56","-","-","-"
"1044","SOMALIE","Moyale","February","2017","3.527","39.056",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.33","11.29","8.00","6.57","-"
"1045","BENISHANGUL-GUMUZ","Mambook","February","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","3.50","-"
"1046","BENISHANGUL-GUMUZ","Mender- Sebat ","February","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","-","-","-"
"1047","BENISHANGUL-GUMUZ","Asossa","February","2017","34.53730603","10.05784932",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","-","-","5.03","-"
"1048","BENISHANGUL-GUMUZ","Bambasi","February","2017","34.73046863","9.751504664",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"15.72","-","-","5.34","-"
"1049","BENISHANGUL-GUMUZ","Kemashi","February","2017","35.85916991","9.515450626",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","12.70","5.05","-"
"1050","BENISHANGUL-GUMUZ","Agelo- meti ","February","2017","35.77048443","9.640776618",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.07","-","-","5.12","-"
"1051","BENISHANGUL-GUMUZ","AVERA","February","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.73","-","12.70","4.75","-"
"1052","SOMALIE","Shinile","January","2017","41.844013","9.686515",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","10.00","5.25","-"
"1053","SOMALIE","Arere","January","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","8.33","4.86","-"
"1054","SOMALIE","Jigjiga","January","2017","42.792342","9.367259",NA,NA,NA,NA,NA,NA,"-","16.00",NA,NA,NA,"20.00","-","7.78","5.98","-"
"1055","SOMALIE","Hartshek","January","2017","43.356499","9.161111",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","7.30","-","-"
"1056","SOMALIE","Dolo","January","2017","42.059257","4.179211",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","6.59","-"
"1057","SOMALIE","Moyale","January","2017","3.527","39.056",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.33","12.00","8.62","6.78","-"
"1058","BENISHANGUL-GUMUZ","Mambook","January","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","3.50","-"
"1059","BENISHANGUL-GUMUZ","Mender- Sebat ","January","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.66","-","-","7.78","-"
"1060","BENISHANGUL-GUMUZ","Asossa","January","2017","34.53730603","10.05784932",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.66","-","-","5.00","-"
"1061","BENISHANGUL-GUMUZ","Bambasi","January","2017","34.73046863","9.751504664",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","5.29","-"
"1062","BENISHANGUL-GUMUZ","Kemashi","January","2017","35.85916991","9.515450626",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","5.89","-"
"1063","BENISHANGUL-GUMUZ","Agelo- meti ","January","2017","35.77048443","9.640776618",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.54","-","-","5.37","-"
"1064","BENISHANGUL-GUMUZ","AVERA","January","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.67","-","-","5.32","-"
"1065","SOMALIE","Shinile","July","2016","41.844013","9.686515",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","10.00","5.25","-"
"1066","SOMALIE","Arere","July","2016",NA,NA,NA,NA,NA,NA,NA,NA,"8.75","-",NA,NA,NA,"-","-","7.83","4.21","-"
"1067","SOMALIE","Jigjiga","July","2016","42.792342","9.367259",NA,NA,NA,NA,NA,NA,"-","17.00",NA,NA,NA,"15.00","-","8.65","5.98","-"
"1068","SOMALIE","Hartshek","July","2016","43.356499","9.161111",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","6.93","-","-"
"1069","SOMALIE","Dolo","July","2016","42.059257","4.179211",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","6.78","-"
"1070","SOMALIE","Moyale","July","2016","3.527","39.056",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.64","12.32","-","6.18","-"
"1071","BENISHANGUL-GUMUZ","Mambook","July","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","3.50","-"
"1072","BENISHANGUL-GUMUZ","Mender- Sebat ","July","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","-","5.25","-"
"1073","BENISHANGUL-GUMUZ","Asossa","July","2016","34.53730603","10.05784932",NA,NA,NA,NA,NA,NA,"-","10.00",NA,NA,NA,"10.66","-","-","4.93","-"
"1074","BENISHANGUL-GUMUZ","Bambasi","July","2016","34.73046863","9.751504664",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"16.12","-","-","5.47","-"
"1075","BENISHANGUL-GUMUZ","Kemashi","July","2016","35.85916991","9.515450626",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","11.68","-","5.01","-"
"1076","BENISHANGUL-GUMUZ","Agelo- meti ","July","2016","35.77048443","9.640776618",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.73","-","-","5.50","-"
"1077","BENISHANGUL-GUMUZ","AVERA","July","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","10.00",NA,NA,NA,"11.72","11.68","-","4.89","-"
"1078","SOMALIE","Shinile","June","2017","41.844013","9.686515","5.25","-","-","10.00","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"1079","SOMALIE","Erere","June","2017",NA,NA,"5.47","-","-","8.00","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"1080","SOMALIE","Jigjiga","June","2017","42.792342","9.367259","6.25","20.00","-","10.80","-","35.00","-","16.00","-","-","-",NA,NA,NA,NA,NA
"1081","SOMALIE","Kebribeya","June","2017",NA,NA,"10.00","-","-","10.80","-","-","-","12.00","-","-","-",NA,NA,NA,NA,NA
"1082","SOMALIE","Dolo","June","2017","42.059257","4.179211","9.46","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"1083","SOMALIE","Moyale","June","2017","3.527","39.056","5.71","14.97","12.00","-","25.50","30.00","-","-","30.00","-","40.00",NA,NA,NA,NA,NA
"1084","BENISHANGUL-GUMUZ","Mambook","June","2017",NA,NA,"3.50","12.00","-","-","-","-","-","-","35.00","-","-",NA,NA,NA,NA,NA
"1085","BENISHANGUL-GUMUZ","Mender- Sebat ","June","2017",NA,NA,"-","10.49","-","-","-","32.00","-","-","30.00","-","-",NA,NA,NA,NA,NA
"1086","BENISHANGUL-GUMUZ","Asossa","June","2017","34.53730603","10.05784932","5.11","13.49","-","8.49","-","30.00","-","-","40.00","-","-",NA,NA,NA,NA,NA
"1087","BENISHANGUL-GUMUZ","Bambasi","June","2017","34.73046863","9.751504664","4.93","15.93","-","-","-","31.50","-","-","40.00","-","-",NA,NA,NA,NA,NA
"1088","BENISHANGUL-GUMUZ","Kemashi","June","2017","35.85916991","9.515450626","5.40","11.85","-","9.23","-","-","-","-","40.00","-","-",NA,NA,NA,NA,NA
"1089","BENISHANGUL-GUMUZ","Agelo- meti ","June","2017","35.77048443","9.640776618","5.11","10.54","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"1090","BENISHANGUL-GUMUZ","AVERA","June","2017",NA,NA,"4.76","12.25","-","8.85","-","31.15","-","-","36.77","-","-",NA,NA,NA,NA,NA
"1091","SOMALIE","Shinile","March","2017","41.844013","9.686515",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","10.00","5.25","-"
"1092","SOMALIE","Arere","March","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","8.16","-","4.88","-"
"1093","SOMALIE","Jigjiga","March","2017","42.792342","9.367259",NA,NA,NA,NA,NA,NA,"-","16.00",NA,NA,NA,"20.00","-","10.38","5.98","-"
"1094","SOMALIE","Hartshek","March","2017","43.356499","9.161111",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","8.75","-","-"
"1095","SOMALIE","Dolo","March","2017","42.059257","4.179211",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","13.57","-","7.00","-"
"1096","SOMALIE","Moyale","March","2017","3.527","39.056",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.00","12.00","8.00","6.57","-"
"1097","BENISHANGUL-GUMUZ","Mambook","March","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","3.50","-"
"1098","BENISHANGUL-GUMUZ","Mender- Sebat ","March","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","-","-","20.04"
"1099","BENISHANGUL-GUMUZ","Asossa","March","2017","34.53730603","10.05784932",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.66","-","-","5.03","-"
"1100","BENISHANGUL-GUMUZ","Bambasi","March","2017","34.73046863","9.751504664",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"15.86","-","-","5.04","-"
"1101","BENISHANGUL-GUMUZ","Kemashi","March","2017","35.85916991","9.515450626",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.94","-","10.61","5.40","-"
"1102","BENISHANGUL-GUMUZ","Agelo- meti ","March","2017","35.77048443","9.640776618",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.07","-","-","5.23","-"
"1103","BENISHANGUL-GUMUZ","AVERA","March","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.56","-","10.61","4.78","20.04"
"1104","SOMALIE","Shinile","May","2017","41.844013","9.686515","5.25","-","-","10.00","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"1105","SOMALIE","Erere","May","2017",NA,NA,"5.47","-","-","8.00","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"1106","SOMALIE","Jigjiga","May","2017","42.792342","9.367259","6.25","20.00","-","10.80","-","35.00","-","16.00","-","-","-",NA,NA,NA,NA,NA
"1107","SOMALIE","Kebribeya","May","2017",NA,NA,"10.00","-","-","10.80","-","-","-","12.00","-","-","-",NA,NA,NA,NA,NA
"1108","SOMALIE","Dolo","May","2017","42.059257","4.179211","9.46","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"1109","SOMALIE","Moyale","May","2017","3.527","39.056","5.71","14.97","12.00","-","25.50","30.00","-","-","30.00","-","40.00",NA,NA,NA,NA,NA
"1110","BENISHANGUL-GUMUZ","Mambook","May","2017",NA,NA,"3.50","12.00","-","-","-","-","-","-","35.00","-","-",NA,NA,NA,NA,NA
"1111","BENISHANGUL-GUMUZ","Mender- Sebat ","May","2017",NA,NA,"-","10.49","-","-","-","32.00","-","-","30.00","-","-",NA,NA,NA,NA,NA
"1112","BENISHANGUL-GUMUZ","Asossa","May","2017","34.53730603","10.05784932","5.11","13.49","-","8.49","-","30.00","-","-","40.00","-","-",NA,NA,NA,NA,NA
"1113","BENISHANGUL-GUMUZ","Bambasi","May","2017","34.73046863","9.751504664","4.93","15.93","-","-","-","31.50","-","-","40.00","-","-",NA,NA,NA,NA,NA
"1114","BENISHANGUL-GUMUZ","Kemashi","May","2017","35.85916991","9.515450626","5.40","11.85","-","9.23","-","-","-","-","40.00","-","-",NA,NA,NA,NA,NA
"1115","BENISHANGUL-GUMUZ","Agelo- meti ","May","2017","35.77048443","9.640776618","5.11","10.54","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"1116","BENISHANGUL-GUMUZ","AVERA","May","2017",NA,NA,"4.76","12.25","-","8.85","-","31.15","-","-","36.77","-","-",NA,NA,NA,NA,NA
"1117","SOMALIE","Shinile","November","2016","41.844013","9.686515",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","8.65","5.25","-"
"1118","SOMALIE","Arere","November","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","8.16","4.68","-"
"1119","SOMALIE","Jigjiga","November","2016","42.792342","9.367259",NA,NA,NA,NA,NA,NA,"-","16.00",NA,NA,NA,"20.00","-","6.93","5.98","-"
"1120","SOMALIE","Hartshek","November","2016","43.356499","9.161111",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","7.32","-","-"
"1121","SOMALIE","Dolo","November","2016","42.059257","4.179211",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","7.00","-"
"1122","SOMALIE","Moyale","November","2016","3.527","39.056",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.64","12.00","10.00","6.78","-"
"1123","BENISHANGUL-GUMUZ","Mambook","November","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","3.50","-"
"1124","BENISHANGUL-GUMUZ","Mender- Sebat ","November","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","-","7.00","-"
"1125","BENISHANGUL-GUMUZ","Asossa","November","2016","34.53730603","10.05784932",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.32","-","-","5.13","-"
"1126","BENISHANGUL-GUMUZ","Bambasi","November","2016","34.73046863","9.751504664",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.14","-","-","5.33","-"
"1127","BENISHANGUL-GUMUZ","Kemashi","November","2016","35.85916991","9.515450626",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.85","-","-","5.04","-"
"1128","BENISHANGUL-GUMUZ","Agelo- meti ","November","2016","35.77048443","9.640776618",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","5.05","-"
"1129","BENISHANGUL-GUMUZ","AVERA","November","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.61","-","-","5.07","-"
"1130","SOMALIE","Shinile","October","2016","41.844013","9.686515",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","10.00","-","5.25","-"
"1131","SOMALIE","Arere","October","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","8.00","4.38","-"
"1132","SOMALIE","Jigjiga","October","2016","42.792342","9.367259",NA,NA,NA,NA,NA,NA,"-","16.00",NA,NA,NA,"-","-","9.52","5.98","-"
"1133","SOMALIE","Hartshek","October","2016","43.356499","9.161111",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","9.09","11.67","-"
"1134","SOMALIE","Dolo","October","2016","42.059257","4.179211",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","6.59","-"
"1135","SOMALIE","Moyale","October","2016","3.527","39.056",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.49","12.00","-","6.00","-"
"1136","BENISHANGUL-GUMUZ","Mambook","October","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","-","3.50","-"
"1137","BENISHANGUL-GUMUZ","Mender- Sebat ","October","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.00","-","-","5.25","14.29"
"1138","BENISHANGUL-GUMUZ","Asossa","October","2016","34.53730603","10.05784932",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.66","-","-","5.05","-"
"1139","BENISHANGUL-GUMUZ","Bambasi","October","2016","34.73046863","9.751504664",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.04","-","-","5.27","-"
"1140","BENISHANGUL-GUMUZ","Kemashi","October","2016","35.85916991","9.515450626",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.51","-","-","4.84","-"
"1141","BENISHANGUL-GUMUZ","Agelo- meti ","October","2016","35.77048443","9.640776618",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.68","-","-","5.21","-"
"1142","BENISHANGUL-GUMUZ","AVERA","October","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.93","-","-","4.81","14.29"
"1143","SOMALIE","Shinile","September","2016","41.844013","9.686515",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","10.00","5.25","-"
"1144","SOMALIE","Arere","September","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","7.83","4.21","-"
"1145","SOMALIE","Jigjiga","September","2016","42.792342","9.367259",NA,NA,NA,NA,NA,NA,"-","16.00",NA,NA,NA,"15.33","-","9.55","5.98","-"
"1146","SOMALIE","Hartshek","September","2016","43.356499","9.161111",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","7.04","-","-"
"1147","SOMALIE","Dolo","September","2016","42.059257","4.179211",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","7.00","-"
"1148","SOMALIE","Moyale","September","2016","3.527","39.056",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.33","12.00","10.00","6.57","-"
"1149","BENISHANGUL-GUMUZ","Mambook","September","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","-","3.50","-"
"1150","BENISHANGUL-GUMUZ","Mender- Sebat ","September","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.00","-","-","5.25","-"
"1151","BENISHANGUL-GUMUZ","Asossa","September","2016","34.53730603","10.05784932",NA,NA,NA,NA,NA,NA,"-","10.00",NA,NA,NA,"12.00","-","-","5.13","23.72"
"1152","BENISHANGUL-GUMUZ","Bambasi","September","2016","34.73046863","9.751504664",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.47","-","-","5.66","-"
"1153","BENISHANGUL-GUMUZ","Kemashi","September","2016","35.85916991","9.515450626",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.20","-","-","4.71","-"
"1154","BENISHANGUL-GUMUZ","Agelo- meti ","September","2016","35.77048443","9.640776618",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.29","-","-","5.44","-"
"1155","BENISHANGUL-GUMUZ","AVERA","September","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","10.00",NA,NA,NA,"11.57","-","-","4.89","23.72"
"1156","TIGRAY","Enda- silase ","April","2017","38.27211005","14.08944251","4.81","14.18","-","-","30.98","-","-","-","33.47","-","-",NA,NA,NA,NA,NA
"1157","TIGRAY","Enda- baguna ","April","2017","38.19317204","13.97860867","4.38","12.03","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"1158","TIGRAY","Adwa","April","2017","38.88818805","14.14845458","4.38","8.00","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"1159","TIGRAY","Axum","April","2017","38.71879888","14.11130791","4.38","8.10","-","-","-","-","-","-","40.00","-","-",NA,NA,NA,NA,NA
"1160","TIGRAY","Adigrat","April","2017","39.46033457","14.26667752","-","8.00","-","7.00","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"1161","TIGRAY","Wukiro","April","2017","39.599747","13.796083","3.85","6.80","-","7.09","-","-","-","-","35.00","25.00","-",NA,NA,NA,NA,NA
"1162","TIGRAY","Mai- chew ","April","2017","39.541533","12.78792086","4.38","7.68","-","9.43","-","-","7.76","-","-","18.87","-",NA,NA,NA,NA,NA
"1163","TIGRAY","Mekelle","April","2017","39.47221911","13.48719005","4.55","9.75","-","10.49","-","35.00","-","-","62.45","45.00","-",NA,NA,NA,NA,NA
"1164","AFAR","Ayisaeta","April","2017","41.43333","11.56667","5.71","13.49","-","-","27.50","32.98","-","-","-","-","-",NA,NA,NA,NA,NA
"1165","AFAR","Dubti","April","2017","41.08260323","11.72765333","5.60","14.00","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"1166","AFAR","Melka Werers ","April","2017","40.18154914","9.340880502","3.69","13.49","-","-","-","-","-","-","40.00","22.36","-",NA,NA,NA,NA,NA
"1167","AFAR","Sebat killo ","April","2017","8.983333333","40.16666667","3.50","11.49","-","-","-","28.00","-","-","-","13.49","-",NA,NA,NA,NA,NA
"1168","TIGRAY","Enda- silase ","August","2016","38.27211005","14.08944251",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"17.73","-","13.73","5.25","-"
"1169","TIGRAY","Enda- baguna ","August","2016","38.19317204","13.97860867",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"18.91","-","-","4.38","-"
"1170","TIGRAY","Adwa","August","2016","38.88818805","14.14845458",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.00","-","-","4.38","-"
"1171","TIGRAY","Axum","August","2016","38.71879888","14.11130791",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.00","-","-","4.38","-"
"1172","TIGRAY","Adigrat","August","2016","39.46033457","14.26667752",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.83","-","7.83","4.65","-"
"1173","TIGRAY","Wukiro","August","2016","39.599747","13.796083",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.60","-","10.51","4.38","29.74"
"1174","TIGRAY","Mai- chew ","August","2016","39.541533","12.78792086",NA,NA,NA,NA,NA,NA,"10.76","-",NA,NA,NA,"8.55","-","11.02","4.38","25.27"
"1175","TIGRAY","Mekelle","August","2016","39.47221911","13.48719005",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","13.33","4.55","-"
"1176","AFAR","Ayisaeta","August","2016","41.43333","11.56667",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"15.66","-","-","5.75","-"
"1177","AFAR","Dubti","August","2016","41.08260323","11.72765333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.00","-","-","4.00","-"
"1178","AFAR","Melka Werers ","August","2016","40.18154914","9.340880502",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.32","-","-","3.76","19.31"
"1179","AFAR","Sebat killo ","August","2016","8.983333333","40.16666667",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.25","-","-","-","18.33"
"1180","TIGRAY","Enda- silase ","December","2016","38.27211005","14.08944251",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.45","-","7.41","4.38","-"
"1181","TIGRAY","Enda- baguna ","December","2016","38.19317204","13.97860867",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","4.38","-"
"1182","TIGRAY","Adwa","December","2016","38.88818805","14.14845458",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.00","-","-","4.38","-"
"1183","TIGRAY","Axum","December","2016","38.71879888","14.11130791",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.66","-","-","3.77","-"
"1184","TIGRAY","Adigrat","December","2016","39.46033457","14.26667752",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.32","-","8.00","4.57","-"
"1185","TIGRAY","Wukiro","December","2016","39.599747","13.796083",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"6.67","-","11.08","4.02","29.21"
"1186","TIGRAY","Mai- chew ","December","2016","39.541533","12.78792086",NA,NA,NA,NA,NA,NA,"7.67","-",NA,NA,NA,"6.35","-","10.05","4.38","23.95"
"1187","TIGRAY","Mekelle","December","2016","39.47221911","13.48719005",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.32","-","14.33","4.55","-"
