"","Region","Market","Month","Year","Longitude","Latitude","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley White","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley Mixed","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley Black","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley for Beer","P R I C E   I N    B I R R_Hulled Barley (Temez)","CEREALS MILLED_Barley White","CEREALS MILLED_Barley Mixed","01.2.1.1 COFFEE AND TEA_Malt-Barley"
"1","Region","Market","Month","Year","Longitude","Latitude","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","P R I C E   I N    B I R R","CEREALS MILLED","CEREALS MILLED","01.2.1.1 COFFEE AND TEA"
"2","ADDIS","addis ababa","April","2018","38.793806","9.023748","18.245","17","17.745","18","35",NA,NA,"37.38"
"3","Region","Market","Month","Year","Longitude","Latitude","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","P R I C E   I N    B I R R","CEREALS MILLED","CEREALS MILLED","01.2.1.1 COFFEE AND TEA"
"4","ADDIS","addis ababa","April","2018","38.793806","9.023748","18.245","17","17.745","18","35",NA,NA,"37.38"
"5","ADDIS","addis ababa","August","2017","38.793806","9.023748","17","15","16.49","16",NA,NA,NA,"28.25"
"6","ADDIS","addis ababa","December","2017","38.793806","9.023748","20","18.22","19.49","20","27.5",NA,NA,"29.6"
"7","ADDIS","addis ababa","February","2018","38.793806","9.023748","18.97","17.985","18.245","18.5","30",NA,NA,"36.135"
"8","ADDIS","addis ababa","January","2018","38.793806","9.023748","18.97","18.485","19.23","20","30",NA,NA,"34.72"
"9","ADDIS","addis ababa","July","2017","38.793806","9.023748","15.745","15","15.745","15.245","40",NA,NA,"28.84"
"10","ADDIS","addis ababa","June","2018","38.793806","9.023748","18.97","17.985","18.245","18","40",NA,NA,"35.28"
"11","ADDIS","addis ababa","March","2018","38.793806","9.023748","18.19","17.73","17.745","16.97","37.5",NA,NA,"33.78"
"12","ADDIS","addis ababa","May","2018","38.793806","9.023748","18.965","18.5","18.44","18.49","30",NA,NA,"40.395"
"13","ADDIS","addis ababa","November","2017","38.793806","9.023748","19.49","20","19.245","19.5","40",NA,NA,"37.605"
"14","ADDIS","addis ababa","October","2017","38.793806","9.023748","18","18","18.745","18","35",NA,NA,"28.655"
"15","ADDIS","addis ababa","September","2017","38.793806","9.023748","18","17.49","17.49","17.49","37.5",NA,NA,"29.23"
"16","AMHARA","Chuahit","April","2018","39.311961","10.643157","-","12.00","-","-","-","-","-","-"
"17","AMHARA","Gondar","April","2018","37.46149667","12.59878688","14.00","-","-","-","26.98","-","-","-"
"18","AMHARA","Esete","April","2018","37.88657423","10.92298692","10.80","10.67","9.34","12.62","19.90","-","-","11.77"
"19","AMHARA","Debre- Tabor ","April","2018","38.00833967","11.84769551","-","13.45","13.50","12.20","23.76","-","-","20.14"
"20","AMHARA","Kobo","April","2018","39.63127424","12.16406542","13.38","-","-","-","-","-","-","22.35"
"21","AMHARA","Weldiya","April","2018","39.6014117","11.82360232","14.62","11.52","10.58","-","16.14","-","-","19.52"
"22","AMHARA","Kombolcha","April","2018","39.73724188","11.07807805","16.23","12.56","12.52","-","27.24","-","-","-"
"23","AMHARA","Dessie","April","2018","39.63548793","11.11703902","9.50","9.00","9.30","-","27.00","-","-","19.05"
"24","AMHARA","Shewa- Robit ","April","2018","39.90269733","10.00580856","13.62","-","13.88","15.11","-","-","-","15.43"
"25","AMHARA","Debre-¦","April","2018","39.52890047","9.67650294","11.00","10.50","-","14.00","-","-","-","-"
"26","AMHARA","Chuahit","August","2017","39.311961","10.643157","-","8.00","-","-","-","-","-","14.97"
"27","AMHARA","Gondar","August","2017","37.46149667","12.59878688","13.75","-","-","-","23.00","-","-","-"
"28","AMHARA","Esete","August","2017","37.88657423","10.92298692","13.94","14.19","11.49","13.84","20.16","-","-","14.71"
"29","AMHARA","Debre- Tabor ","August","2017","38.00833967","11.84769551","-","14.92","13.90","13.63","20.40","-","-","16.15"
"30","AMHARA","Kobo","August","2017","39.63127424","12.16406542","13.29","12.71","14.14","-","-","-","-","25.65"
"31","AMHARA","Weldiya","August","2017","39.6014117","11.82360232","13.61","9.52","10.20","-","19.05","-","-","20.25"
"32","AMHARA","Kombolcha","August","2017","39.73724188","11.07807805","11.49","9.00","8.50","-","29.31","-","-","-"
"33","AMHARA","Dessie","August","2017","39.63548793","11.11703902","8.00","8.87","-","7.00","-","-","-","17.91"
"34","AMHARA","Shewa- Robit ","August","2017","39.90269733","10.00580856","12.06","12.99","12.41","14.24","27.59","-","-","12.91"
"35","AMHARA","Debre-¦","August","2017","39.52890047","9.67650294","-","9.75","-","-","-","-","-","33.44"
"36","AMHARA","Chuahit","December","2017","39.311961","10.643157","-","8.00","-","-","-","-","-","18.10"
"37","AMHARA","Gondar","December","2017","37.46149667","12.59878688","14.00","-","-","-","24.00","-","-","20.00"
"38","AMHARA","Esete","December","2017","37.88657423","10.92298692","12.37","12.47","9.98","13.08","24.06","-","-","-"
"39","AMHARA","Debre- Tabor ","December","2017","38.00833967","11.84769551","-","9.16","13.25","14.22","-","-","-","19.97"
"40","AMHARA","Kobo","December","2017","39.63127424","12.16406542","12.51","11.27","-","-","-","-","-","18.21"
"41","AMHARA","Weldiya","December","2017","39.6014117","11.82360232","14.15","10.42","10.53","-","18.46","-","-","20.52"
"42","AMHARA","Kombolcha","December","2017","39.73724188","11.07807805","13.00","9.00","9.00","-","31.82","-","-","-"
"43","AMHARA","Dessie","December","2017","39.63548793","11.11703902","8.25","-","-","-","25.00","-","-","21.63"
"44","AMHARA","Shewa- Robit ","December","2017","39.90269733","10.00580856","13.50","-","12.12","15.30","-","-","-","-"
"45","AMHARA","Debre-¦","December","2017","39.52890047","9.67650294","11.49","10.00","12.00","14.00","-","-","-","22.04"
"46","AMHARA","Chuahit","February","2018","39.311961","10.643157","-","8.00","-","-","-","-","-","14.74"
"47","AMHARA","Gondar","February","2018","37.46149667","12.59878688","14.00","-","-","-","24.00","-","-","-"
"48","AMHARA","Esete","February","2018","37.88657423","10.92298692","11.55","11.32","9.27","12.06","19.06","-","-","12.15"
"49","AMHARA","Debre- Tabor ","February","2018","38.00833967","11.84769551","-","12.10","12.24","-","-","-","-","19.96"
"50","AMHARA","Kobo","February","2018","39.63127424","12.16406542","13.62","-","-","-","-","-","-","23.86"
"51","AMHARA","Weldiya","February","2018","39.6014117","11.82360232","13.20","11.26","10.69","-","18.46","-","-","25.65"
"52","AMHARA","Kombolcha","February","2018","39.73724188","11.07807805","14.50","9.50","9.00","-","29.16","-","-","-"
"53","AMHARA","Dessie","February","2018","39.63548793","11.11703902","8.25","-","-","-","25.00","-","-","20.70"
"54","AMHARA","Shewa- Robit ","February","2018","39.90269733","10.00580856","12.12","-","12.54","14.12","32.27","-","-","12.12"
"55","AMHARA","Debre-¦","February","2018","39.52890047","9.67650294","9.00","8.00","-","13.00","-","-","-","32.47"
"56","AMHARA","Chuahit","January","2018","39.311961","10.643157","-","8.00","-","-","-","-","-","17.12"
"57","AMHARA","Gondar","January","2018","37.46149667","12.59878688","14.00","-","-","-","25.00","-","-","-"
"58","AMHARA","Esete","January","2018","37.88657423","10.92298692","10.37","10.28","8.73","10.69","19.70","-","-","13.65"
"59","AMHARA","Debre- Tabor ","January","2018","38.00833967","11.84769551","-","-","-","13.76","-","-","-","16.94"
"60","AMHARA","Kobo","January","2018","39.63127424","12.16406542","11.57","-","-","-","-","-","-","19.13"
"61","AMHARA","Weldiya","January","2018","39.6014117","11.82360232","13.48","11.14","10.69","-","-","-","-","20.52"
"62","AMHARA","Kombolcha","January","2018","39.73724188","11.07807805","13.00","9.00","9.00","-","32.55","-","-","-"
"63","AMHARA","Dessie","January","2018","39.63548793","11.11703902","8.50","-","7.25","-","25.50","-","-","21.06"
"64","AMHARA","Shewa- Robit ","January","2018","39.90269733","10.00580856","13.79","-","-","15.39","31.65","-","-","12.12"
"65","AMHARA","Debre-¦","January","2018","39.52890047","9.67650294","12.00","10.00","-","14.00","-","-","-","33.91"
"66","AMHARA","Chuahit","July","2017","39.311961","10.643157","-","-","-","-","-","-","-","14.92"
"67","AMHARA","Gondar","July","2017","37.46149667","12.59878688","13.25","-","-","-","20.00","-","-","16.00"
"68","AMHARA","Esete","July","2017","37.88657423","10.92298692","12.21","12.12","11.67","11.10","18.79","-","-","14.11"
"69","AMHARA","Debre- Tabor ","July","2017","38.00833967","11.84769551","-","14.21","12.18","12.70","18.89","-","-","15.07"
"70","AMHARA","Kobo","July","2017","39.63127424","12.16406542","12.58","-","-","-","-","-","-","-"
"71","AMHARA","Weldiya","July","2017","39.6014117","11.82360232","13.67","10.09","10.75","-","19.05","-","-","20.25"
"72","AMHARA","Kombolcha","July","2017","39.73724188","11.07807805","14.40","10.06","10.07","-","32.26","-","-","63.29"
"73","AMHARA","Dessie","July","2017","39.63548793","11.11703902","7.00","-","6.72","-","-","-","-","17.91"
"74","AMHARA","Shewa- Robit ","July","2017","39.90269733","10.00580856","12.74","-","14.20","13.79","35.03","-","-","11.98"
"75","AMHARA","Debre-¦","July","2017","39.52890047","9.67650294","-","9.00","-","-","-","-","-","33.44"
"76","AMHARA","Chuahit","June","2018","39.311961","10.643157","-","13.00","-","-","-","-","-","17.47"
"77","AMHARA","Gondar","June","2018","37.46149667","12.59878688","15.49","-","-","-","30.00","-","-","-"
"78","AMHARA","Esete","June","2018","37.88657423","10.92298692","12.15","11.90","9.71","-","19.60","-","-","14.41"
"79","AMHARA","Debre- Tabor ","June","2018","38.00833967","11.84769551","-","13.65","14.36","16.92","22.01","-","-","28.38"
"80","AMHARA","Kobo","June","2018","39.63127424","12.16406542","14.96","14.20","-","-","-","-","-","21.29"
"81","AMHARA","Weldiya","June","2018","39.6014117","11.82360232","15.34","12.94","11.89","-","18.61","-","-","22.50"
"82","AMHARA","Kombolcha","June","2018","39.73724188","11.07807805","17.98","12.91","-","-","-","-","-","-"
"83","AMHARA","Dessie","June","2018","39.63548793","11.11703902","13.47","-","13.11","-","25.77","-","-","13.93"
"84","AMHARA","Shewa- Robit ","June","2018","39.90269733","10.00580856","15.28","-","13.88","17.54","-","-","-","14.82"
"85","AMHARA","Debre-¦","June","2018","39.52890047","9.67650294","12.00","11.75","-","15.00","20.16","-","-","32.57"
"86","AMHARA","Chuahit","March","2018","39.311961","10.643157","-","11.00","-","-","-","-","-","17.52"
"87","AMHARA","Gondar","March","2018","37.46149667","12.59878688","14.00","-","-","-","28.98","-","-","-"
"88","AMHARA","Esete","March","2018","37.88657423","10.92298692","11.17","11.07","9.58","12.46","19.89","-","-","-"
"89","AMHARA","Debre- Tabor ","March","2018","38.00833967","11.84769551","-","11.97","11.64","12.40","20.35","-","-","-"
"90","AMHARA","Kobo","March","2018","39.63127424","12.16406542","11.65","-","-","-","-","-","-","28.14"
"91","AMHARA","Weldiya","March","2018","39.6014117","11.82360232","15.49","12.03","10.70","-","-","-","-","25.65"
"92","AMHARA","Kombolcha","March","2018","39.73724188","11.07807805","14.50","10.00","9.50","-","27.17","-","-","-"
"93","AMHARA","Dessie","March","2018","39.63548793","11.11703902","-","-","8.50","-","25.50","-","-","16.95"
"94","AMHARA","Shewa- Robit ","March","2018","39.90269733","10.00580856","12.58","13.47","13.97","15.20","-","-","-","17.41"
"95","AMHARA","Debre-¦","March","2018","39.52890047","9.67650294","11.25","10.75","-","13.49","-","-","-","33.11"
"96","AMHARA","Chuahit","May","2018","39.311961","10.643157","-","13.00","-","-","-","-","-","17.91"
"97","AMHARA","Gondar","May","2018","37.46149667","12.59878688","14.49","-","-","-","30.00","-","-","-"
"98","AMHARA","Esete","May","2018","37.88657423","10.92298692","13.11","12.27","11.44","13.84","20.90","-","-","-"
"99","AMHARA","Debre- Tabor ","May","2018","38.00833967","11.84769551","-","13.39","14.21","17.21","20.54","-","-","-"
"100","AMHARA","Kobo","May","2018","39.63127424","12.16406542","14.20","-","-","-","-","-","-","20.37"
"101","AMHARA","Weldiya","May","2018","39.6014117","11.82360232","14.62","12.24","11.21","-","15.89","-","-","20.52"
"102","AMHARA","Kombolcha","May","2018","39.73724188","11.07807805","16.57","12.30","-","-","28.43","-","-","-"
"103","AMHARA","Dessie","May","2018","39.63548793","11.11703902","13.31","-","12.51","-","24.48","-","-","14.12"
"104","AMHARA","Shewa- Robit ","May","2018","39.90269733","10.00580856","15.33","-","14.81","17.36","-","-","-","14.29"
"105","AMHARA","Debre-¦","May","2018","39.52890047","9.67650294","12.00","11.25","-","14.23","20.28","-","-","32.89"
"106","AMHARA","Chuahit","November","2017","39.311961","10.643157","-","7.00","-","-","-","-","-","14.86"
"107","AMHARA","Gondar","November","2017","37.46149667","12.59878688","14.00","-","-","-","23.49","-","-","-"
"108","AMHARA","Esete","November","2017","37.88657423","10.92298692","12.04","12.24","9.61","12.81","27.37","-","-","-"
"109","AMHARA","Debre- Tabor ","November","2017","38.00833967","11.84769551","10.46","-","16.16","10.64","-","-","-","21.61"
"110","AMHARA","Kobo","November","2017","39.63127424","12.16406542","11.76","-","-","-","-","-","-","23.92"
"111","AMHARA","Weldiya","November","2017","39.6014117","11.82360232","14.41","10.87","10.81","-","19.05","-","-","20.52"
"112","AMHARA","Kombolcha","November","2017","39.73724188","11.07807805","14.00","9.50","9.00","-","30.00","-","-","-"
"113","AMHARA","Dessie","November","2017","39.63548793","11.11703902","8.72","-","7.50","-","25.75","-","-","19.05"
"114","AMHARA","Shewa- Robit ","November","2017","39.90269733","10.00580856","15.00","-","13.34","16.57","-","-","-","13.37"
"115","AMHARA","Debre-¦","November","2017","39.52890047","9.67650294","11.50","10.75","-","14.49","-","-","-","33.67"
"116","AMHARA","Chuahit","October","2017","39.311961","10.643157","-","7.00","-","-","-","-","-","14.26"
"117","AMHARA","Gondar","October","2017","37.46149667","12.59878688","16.49","-","-","-","20.00","-","-","-"
"118","AMHARA","Esete","October","2017","37.88657423","10.92298692","13.53","13.51","11.21","14.61","26.37","-","-","12.93"
"119","AMHARA","Debre- Tabor ","October","2017","38.00833967","11.84769551","13.85","-","14.18","14.23","21.19","-","-","16.89"
"120","AMHARA","Kobo","October","2017","39.63127424","12.16406542","13.38","-","-","-","-","-","-","23.90"
"121","AMHARA","Weldiya","October","2017","39.6014117","11.82360232","14.54","10.58","9.62","-","15.88","-","-","20.52"
"122","AMHARA","Kombolcha","October","2017","39.73724188","11.07807805","12.50","9.50","9.00","-","30.00","-","-","-"
"123","AMHARA","Dessie","October","2017","39.63548793","11.11703902","8.50","-","7.25","-","26.00","-","-","19.05"
"124","AMHARA","Shewa- Robit ","October","2017","39.90269733","10.00580856","13.60","12.35","13.34","13.71","-","-","-","15.43"
"125","AMHARA","Debre-¦","October","2017","39.52890047","9.67650294","-","10.00","-","14.00","17.00","-","-","33.56"
"126","AMHARA","Chuahit","September","2017","39.311961","10.643157","-","-","-","-","-","-","-","15.22"
"127","AMHARA","Gondar","September","2017","37.46149667","12.59878688","14.00","-","-","-","20.00","-","-","-"
"128","AMHARA","Esete","September","2017","37.88657423","10.92298692","13.28","13.18","11.75","12.80","20.45","-","-","13.45"
"129","AMHARA","Debre- Tabor ","September","2017","38.00833967","11.84769551","-","15.04","14.84","15.90","20.08","-","-","26.39"
"130","AMHARA","Kobo","September","2017","39.63127424","12.16406542","12.04","-","-","-","-","-","-","22.69"
"131","AMHARA","Weldiya","September","2017","39.6014117","11.82360232","14.05","10.53","9.67","-","25.40","-","-","20.52"
"132","AMHARA","Kombolcha","September","2017","39.73724188","11.07807805","11.00","9.00","8.50","-","33.28","-","-","52.39"
"133","AMHARA","Dessie","September","2017","39.63548793","11.11703902","8.25","-","-","-","26.75","-","-","18.46"
"134","AMHARA","Shewa- Robit ","September","2017","39.90269733","10.00580856","12.91","13.27","-","15.71","34.30","-","-","11.65"
"135","AMHARA","Debre-¦","September","2017","39.52890047","9.67650294","-","9.25","-","-","-","-","-","34.37"
"136","AMHARa","Mota","April","2018","37.8807432","11.07475582","-","-","-","-","19.24","-","-","-"
"137","AMHARa","Debre- markos ","April","2018","37.72636868","10.33641293","-","-","-","12.22","18.80","-","-","-"
"138","AMHARa","Dembecha","April","2018","37.48251554","10.56669266","-","-","-","-","-","-","-","-"
"139","AMHARa","Bahir- Dar ","April","2018","37.3815488","11.58416449","10.93","-","14.49","-","-","-","-","22.36"
"140","AMHARa","Sekota","April","2018","39.03355257","12.62479803","15.63","10.67","10.28","-","-","-","-","17.27"
"141","AMHARa","Amde Work ","April","2018","38.85815043","12.45920199","16.28","-","-","-","-","-","-","-"
"142","AMHARa","Danigla","April","2018","36.83153176","11.25223153","14.00","-","-","-","-","-","-","16.01"
"143","AMHARa","Chagni","April","2018","36.50793596","10.95196565","15.25","-","13.00","-","-","-","-","-"
"144","AMHARa","Kemise","April","2018","39.85696873","10.71374234","15.30","15.21","15.96","-","-","-","-","29.17"
"145","AMHARa","Bati","April","2018","40.0181327","11.19153266","13.36","-","-","-","-","33.47","-","-"
"146","AMHARa","Mota","August","2017","37.8807432","11.07475582","28.00","-","20.00","-","24.15","-","-","18.71"
"147","AMHARa","Debre- markos ","August","2017","37.72636868","10.33641293","12.93","-","-","13.73","14.72","-","-","-"
"148","AMHARa","Dembecha","August","2017","37.48251554","10.56669266","16.00","-","-","-","-","-","-","-"
"149","AMHARa","Bahir- Dar ","August","2017","37.3815488","11.58416449","15.49","-","12.49","-","25.00","-","-","17.49"
"150","AMHARa","Sekota","August","2017","39.03355257","12.62479803","9.02","8.67","9.84","-","-","-","-","21.83"
"151","AMHARa","Amde Work ","August","2017","38.85815043","12.45920199","9.69","11.88","-","-","-","-","-","-"
"152","AMHARa","Danigla","August","2017","36.83153176","11.25223153","19.54","-","-","-","-","-","-","16.01"
"153","AMHARa","Chagni","August","2017","36.50793596","10.95196565","13.00","-","11.00","-","-","-","-","10.54"
"154","AMHARa","Kemise","August","2017","39.85696873","10.71374234","13.11","13.15","13.65","-","-","-","-","28.73"
"155","AMHARa","Bati","August","2017","40.0181327","11.19153266","13.90","-","-","-","-","-","-","41.39"
"156","AMHARa","Mota","December","2017","37.8807432","11.07475582","-","-","-","-","24.62","-","-","-"
"157","AMHARa","Debre- markos ","December","2017","37.72636868","10.33641293","16.94","-","-","15.00","-","-","-","-"
"158","AMHARa","Dembecha","December","2017","37.48251554","10.56669266","18.00","-","-","-","-","-","-","-"
"159","AMHARa","Bahir- Dar ","December","2017","37.3815488","11.58416449","-","-","12.49","-","28.98","-","-","18.49"
"160","AMHARa","Sekota","December","2017","39.03355257","12.62479803","8.24","8.62","9.15","-","-","-","-","17.02"
"161","AMHARa","Amde Work ","December","2017","38.85815043","12.45920199","11.77","11.88","-","-","-","-","-","-"
"162","AMHARa","Danigla","December","2017","36.83153176","11.25223153","-","-","-","-","-","-","-","14.82"
"163","AMHARa","Chagni","December","2017","36.50793596","10.95196565","16.00","-","10.00","-","-","-","-","-"
"164","AMHARa","Kemise","December","2017","39.85696873","10.71374234","12.87","14.46","15.43","-","-","-","-","27.39"
"165","AMHARa","Bati","December","2017","40.0181327","11.19153266","14.30","-","-","-","-","-","-","42.88"
"166","AMHARa","Mota","February","2018","37.8807432","11.07475582","-","-","-","-","22.31","-","-","-"
"167","AMHARa","Debre- markos ","February","2018","37.72636868","10.33641293","11.76","-","-","17.26","16.96","-","-","-"
"168","AMHARa","Dembecha","February","2018","37.48251554","10.56669266","19.00","-","-","-","-","-","-","-"
"169","AMHARa","Bahir- Dar ","February","2018","37.3815488","11.58416449","16.49","-","14.49","-","-","-","-","20.00"
"170","AMHARa","Sekota","February","2018","39.03355257","12.62479803","10.56","9.34","9.67","-","-","-","-","17.50"
"171","AMHARa","Amde Work ","February","2018","38.85815043","12.45920199","11.82","12.58","-","-","-","-","-","-"
"172","AMHARa","Danigla","February","2018","36.83153176","11.25223153","-","-","-","-","-","-","-","14.82"
"173","AMHARa","Chagni","February","2018","36.50793596","10.95196565","14.00","-","11.00","-","-","-","-","-"
"174","AMHARa","Kemise","February","2018","39.85696873","10.71374234","17.19","-","15.91","-","-","-","-","29.28"
"175","AMHARa","Bati","February","2018","40.0181327","11.19153266","14.09","-","-","-","-","30.98","-","39.44"
"176","AMHARa","Mota","January","2018","37.8807432","11.07475582","-","-","11.77","-","24.62","-","-","-"
"177","AMHARa","Debre- markos ","January","2018","37.72636868","10.33641293","16.89","-","-","16.60","-","-","-","-"
"178","AMHARa","Dembecha","January","2018","37.48251554","10.56669266","18.00","-","-","-","-","-","-","-"
"179","AMHARa","Bahir- Dar ","January","2018","37.3815488","11.58416449","18.49","-","12.49","-","30.00","-","-","18.97"
"180","AMHARa","Sekota","January","2018","39.03355257","12.62479803","8.56","8.34","9.45","-","-","-","-","17.27"
"181","AMHARa","Amde Work ","January","2018","38.85815043","12.45920199","10.93","11.88","-","-","-","-","-","-"
"182","AMHARa","Danigla","January","2018","36.83153176","11.25223153","-","-","-","-","-","-","-","16.01"
"183","AMHARa","Chagni","January","2018","36.50793596","10.95196565","15.00","-","11.00","-","-","-","-","-"
"184","AMHARa","Kemise","January","2018","39.85696873","10.71374234","15.60","13.03","-","-","-","-","-","30.94"
"185","AMHARa","Bati","January","2018","40.0181327","11.19153266","14.86","-","-","-","-","33.47","-","42.26"
"186","AMHARa","Mota","July","2017","37.8807432","11.07475582","16.67","-","-","-","20.69","-","-","29.17"
"187","AMHARa","Debre- markos ","July","2017","37.72636868","10.33641293","10.24","-","-","12.98","15.43","-","-","-"
"188","AMHARa","Dembecha","July","2017","37.48251554","10.56669266","16.00","-","-","-","-","-","-","-"
"189","AMHARa","Bahir- Dar ","July","2017","37.3815488","11.58416449","14.49","-","12.00","-","24.49","-","-","16.49"
"190","AMHARa","Sekota","July","2017","39.03355257","12.62479803","8.89","9.39","9.64","-","-","-","-","21.05"
"191","AMHARa","Amde Work ","July","2017","38.85815043","12.45920199","12.08","11.88","-","-","-","-","-","-"
"192","AMHARa","Danigla","July","2017","36.83153176","11.25223153","-","-","-","-","-","-","-","14.82"
"193","AMHARa","Chagni","July","2017","36.50793596","10.95196565","13.00","-","10.00","-","-","-","-","9.53"
"194","AMHARa","Kemise","July","2017","39.85696873","10.71374234","13.59","13.28","-","-","-","-","-","27.15"
"195","AMHARa","Bati","July","2017","40.0181327","11.19153266","13.11","-","-","-","-","33.47","-","41.68"
"196","AMHARa","Mota","June","2018","37.8807432","11.07475582","-","-","-","-","24.24","-","-","-"
"197","AMHARa","Debre- markos ","June","2018","37.72636868","10.33641293","13.74","-","-","14.65","20.07","-","-","-"
"198","AMHARa","Dembecha","June","2018","37.48251554","10.56669266","19.75","-","-","-","-","-","-","-"
"199","AMHARa","Bahir- Dar ","June","2018","37.3815488","11.58416449","17.49","-","13.96","-","-","-","-","20.00"
"200","AMHARa","Sekota","June","2018","39.03355257","12.62479803","15.22","14.38","14.42","-","-","-","-","17.46"
"201","AMHARa","Amde Work ","June","2018","38.85815043","12.45920199","-","-","-","-","-","-","-","-"
"202","AMHARa","Danigla","June","2018","36.83153176","11.25223153","19.54","-","-","-","-","-","-","19.07"
"203","AMHARa","Chagni","June","2018","36.50793596","10.95196565","15.00","-","13.00","-","-","-","-","-"
"204","AMHARa","Kemise","June","2018","39.85696873","10.71374234","14.93","13.47","13.29","-","-","-","-","-"
"205","AMHARa","Bati","June","2018","40.0181327","11.19153266","16.66","15.15","-","-","-","40.00","-","-"
"206","AMHARa","Mota","March","2018","37.8807432","11.07475582","-","-","-","-","24.69","-","-","-"
"207","AMHARa","Debre- markos ","March","2018","37.72636868","10.33641293","13.21","-","-","13.48","-","-","-","-"
"208","AMHARa","Dembecha","March","2018","37.48251554","10.56669266","18.97","-","-","-","-","-","-","-"
"209","AMHARa","Bahir- Dar ","March","2018","37.3815488","11.58416449","15.97","-","13.42","-","30.98","-","-","18.97"
"210","AMHARa","Sekota","March","2018","39.03355257","12.62479803","11.79","10.13","10.60","-","-","-","-","16.98"
"211","AMHARa","Amde Work ","March","2018","38.85815043","12.45920199","14.89","14.19","-","-","-","-","-","-"
"212","AMHARa","Danigla","March","2018","36.83153176","11.25223153","-","-","-","-","-","-","-","16.01"
"213","AMHARa","Chagni","March","2018","36.50793596","10.95196565","14.00","-","12.00","-","-","-","-","-"
"214","AMHARa","Kemise","March","2018","39.85696873","10.71374234","14.30","12.09","13.98","-","-","-","-","26.20"
"215","AMHARa","Bati","March","2018","40.0181327","11.19153266","14.85","-","-","-","-","35.00","-","-"
"216","AMHARa","Mota","May","2018","37.8807432","11.07475582","-","-","-","-","24.62","-","-","-"
"217","AMHARa","Debre- markos ","May","2018","37.72636868","10.33641293","20.00","-","-","-","19.64","-","-","-"
"218","AMHARa","Dembecha","May","2018","37.48251554","10.56669266","16.97","-","-","-","-","-","-","-"
"219","AMHARa","Bahir- Dar ","May","2018","37.3815488","11.58416449","11.79","-","13.96","-","28.98","-","-","20.00"
"220","AMHARa","Sekota","May","2018","39.03355257","12.62479803","18.02","10.58","11.46","-","-","-","-","17.33"
"221","AMHARa","Amde Work ","May","2018","38.85815043","12.45920199","19.84","17.08","-","-","-","-","-","-"
"222","AMHARa","Danigla","May","2018","36.83153176","11.25223153","14.00","-","-","-","-","-","-","17.41"
"223","AMHARa","Chagni","May","2018","36.50793596","10.95196565","12.88","-","13.00","-","-","-","-","-"
"224","AMHARa","Kemise","May","2018","39.85696873","10.71374234","15.97","13.35","13.24","-","-","-","-","33.36"
"225","AMHARa","Bati","May","2018","40.0181327","11.19153266","14.87","-","-","15.16","-","37.42","-","-"
"226","AMHARa","Mota","November","2017","37.8807432","11.07475582","7.84","-","11.54","-","25.40","-","-","-"
"227","AMHARa","Debre- markos ","November","2017","37.72636868","10.33641293","14.67","-","-","-","-","-","-","-"
"228","AMHARa","Dembecha","November","2017","37.48251554","10.56669266","18.00","-","-","-","-","-","-","-"
"229","AMHARa","Bahir- Dar ","November","2017","37.3815488","11.58416449","18.49","-","14.49","-","40.00","-","-","18.49"
"230","AMHARa","Sekota","November","2017","39.03355257","12.62479803","8.29","8.69","8.58","-","-","-","-","16.83"
"231","AMHARa","Amde Work ","November","2017","38.85815043","12.45920199","11.72","11.96","-","-","-","-","-","-"
"232","AMHARa","Danigla","November","2017","36.83153176","11.25223153","-","-","-","-","-","-","-","14.82"
"233","AMHARa","Chagni","November","2017","36.50793596","10.95196565","16.49","-","10.00","-","-","-","-","-"
"234","AMHARa","Kemise","November","2017","39.85696873","10.71374234","14.92","15.02","14.95","-","-","-","-","29.22"
"235","AMHARa","Bati","November","2017","40.0181327","11.19153266","13.36","-","-","-","-","-","-","42.01"
"236","AMHARa","Mota","October","2017","37.8807432","11.07475582","10.87","-","11.11","-","26.24","-","-","-"
"237","AMHARa","Debre- markos ","October","2017","37.72636868","10.33641293","14.03","-","-","15.87","-","-","-","-"
"238","AMHARa","Dembecha","October","2017","37.48251554","10.56669266","-","-","-","-","-","-","-","-"
"239","AMHARa","Bahir- Dar ","October","2017","37.3815488","11.58416449","-","-","14.00","-","38.99","-","-","17.49"
"240","AMHARa","Sekota","October","2017","39.03355257","12.62479803","9.23","8.42","8.94","-","-","-","-","21.62"
"241","AMHARa","Amde Work ","October","2017","38.85815043","12.45920199","9.27","-","-","-","-","-","-","-"
"242","AMHARa","Danigla","October","2017","36.83153176","11.25223153","-","-","-","-","-","-","-","17.41"
"243","AMHARa","Chagni","October","2017","36.50793596","10.95196565","15.00","-","12.00","-","-","-","-","12.50"
